# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       29.609     2595.930
       1.004      210.100      266.609    29060.352
       2.009      248.800      433.762    32695.359
       3.014      197.100      536.801    32913.578
       4.019      473.700      712.898    33859.727
       5.025     1263.100     2949.055    33859.727
       6.034     1095.500     3279.078    34253.727
       7.048     1310.700     3774.230    35298.727
